OBJECTID,Platted_Name,Subdivision,Phase,Section,Case_Number,Recorded_Date,Document1,Document2,Legal_Acres,Recorded_County1,Recorded_County2,Book,Page,Res_Lots,Comm_Lots,Total_Lots,Development_Status,MF_Category,MF_Complex_Name,Accepted_Subd,Addressing_Status,Address_Release_Date,City_Jurisdiction,County_Jurisdiction,Geometry_Source,Subdivision_Category,Platted_Name_UC,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ResLotsApprox
562,Adjacent - Cross Creek Ph 1,CROSS CREEK,"1",,,10/12/2017,,,,Travis,,,,,,,DEV,N/A,N/A,,REL,,ETJ,W,TCAD,SF,CROSS CREEK PH 1,{0A2A1630-9D06-4BE5-A838-5823A47D9648},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
563,Adjacent - Cross Creek Ph 2,CROSS CREEK,"2",,,10/12/2017,,,,Travis,,,,,,,NONE,,,,,,ETJ,W,TCAD,,CROSS CREEK PH 2,{759E7718-9B83-482A-9072-49A58C495CD7},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
564,The Bluffs At Crystal Falls Sec 2 Ph 2F-B,BLUFFS AT CRYSTAL FALLS,2F-B,"2",,9/24/2014,,201400196TR,13.017,Travis,,,,50,0,51,DEV,N/A,N/A,Yes,REL,2014/09/15 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 2 PH 2F-B,{37A18252-E478-4FFD-B669-83FE330A006E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
565,Fairways At Crystal Falls Sec 2 Ph 8,FAIRWAYS AT CRYSTAL FALLS,"8","2",,12/13/2017,201700266,,29.705,Travis,,,,14,0,16,ADDR,N/A,N/A,Yes,REL,,City,W,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 8,{E70DD4DD-D2D4-4BFF-974D-C47AFEE675FF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
566,The Bluffs At Crystal Falls Sec 2 Ph 2D,BLUFFS AT CRYSTAL FALLS,2D,"2",,9/25/2012,,201200159TR,9.715,Travis,,,,39,0,39,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 2 PH 2D,{990CFBFD-AC9F-48F2-99ED-2BB1AB00F5B1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
567,The Bluffs At Crystal Falls Sec 1 Ph 1C,BLUFFS AT CRYSTAL FALLS,1C,"1",,9/19/2011,,201100031TR,10.3058,Travis,,,,35,0,36,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 1 PH 1C,{F4B5314C-4BE5-4447-8292-80C324A07979},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
568,The Fairways At Crystal Falls Sec 2 Ph 2 Amended,FAIRWAYS AT CRYSTAL FALLS,2 Amd,"2",,06/12/2013,201600048,"201300112",10.272,Travis,,,,38,0,39,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 2 AMENDED,{C141B082-53DE-43CC-B46C-B18B57958E0D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
569,The Bluffs At Crystal Falls Sec 2 Ph 2E,BLUFFS AT CRYSTAL FALLS,2E,"2",,1/2/2014,,201300249TR,10.673,Travis,,,,76,0,76,DEV,N/A,N/A,Yes,REL,2013/12/10 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 2 PH 2E,{4A5895CE-8DA4-4145-A07F-4F5F01B57240},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
570,The Bluffs At Crystal Falls Sec 2 Ph 2F-A,BLUFFS AT CRYSTAL FALLS,2F-A,"2",,6/24/2014,,201400121TR,6.173,Travis,,,,24,0,25,DEV,N/A,N/A,Yes,REL,2014/06/02 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 2 PH 2F-A,{402CE1C9-45CB-4BA9-9FEF-2B95E7CACAE9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
571,Fairways At Crystal Falls Sec 2 Ph 6B,FAIRWAYS AT CRYSTAL FALLS,,,,12/2/2014,,201400228TR,,Travis,,,,19,0,19,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 6B,{4E3A6414-8ACC-403A-8809-75FFD1416B93},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
572,Travisso Ph 2 Sec 1E,TRAVISSO,"2",1E,,9/15/2015,,201500181TR,,Travis,,,,35,0,39,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1E,{12BF4C58-5CE1-4B27-8A9B-3551BDE96EAE},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
573,Travisso Ph 2 Sec 2B,TRAVISSO,"2",2B,,5/11/2017,201700049,,,Travis,,,,0,0,1,NONE,N/A,N/A,,REL,,City,T,TCAD,ROW/EASE,TRAVISSO PH 2 SEC 2B,{1BB64A1F-0F3E-4C16-A950-679CF481575D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
574,The Fairways Ph 1 at Crystal Falls 2,FAIRWAYS AT CRYSTAL FALLS,"1","2",,04/14/2005,200500112,,56.718,Travis,,,,134,0,134,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE FAIRWAYS PH 1 AT CRYSTAL FALLS 2,{9BD7E779-5723-4B70-A837-9BCEC0A9A909},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
575,Fairways At Crystal Falls Sec 2 Ph 7,FAIRWAYS AT CRYSTAL FALLS,"7","2",,6/29/2015,,201500036TR,,Travis,,,,7,,10,DEV,N/A,N/A,Yes,REL,,City,W,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 7,{D03CB87A-DDD3-49F1-8C4E-99E4BFCE268F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
576,Fairways At Crystal Falls Sec 2 Ph 5,FAIRWAYS AT CRYSTAL FALLS,"5","2",,12/20/2017,201700265,,6.185,Travis,,,,8,0,10,UC,N/A,N/A,,REL,,City,W,TCAD,SF,FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 5,{162469D5-9795-4867-8D8C-82A75C3D7043},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
577,The Bluffs At Crystal Falls Sec 3 Ph 3C,BLUFFS AT CRYSTAL FALLS,3C,"3",,5/11/2017,,"201700021",14.352,Travis,,,,68,0,71,DEV,N/A,N/A,Yes,REL,2017/02/02 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3C,{B5E9BEAF-B355-43AB-BFAA-E4B583C595CC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
578,The Bluffs At Crystal Falls Sec 3 Ph 3B,BLUFFS AT CRYSTAL FALLS,3B,"3",,02/26/2016,,"201600048",10.272,Travis,,,,50,0,51,DEV,N/A,N/A,Yes,REL,2016/03/02 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3B,{91812289-E472-465F-8403-356DB98414A9},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
579,The Bluffs At Crystal Falls Sec 3 Ph 3H,BLUFFS AT CRYSTAL FALLS,3H,"3",,6/29/2016,,"201600049",,Travis,,,,42,0,45,DEV,N/A,N/A,Yes,REL,2016/03/02 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3H,{81004412-7EDB-428B-9191-AA55987E8391},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
580,The Bluffs At Crystal Falls Sec 3 Ph 3I,BLUFFS AT CRYSTAL FALLS,3I,"3",,06/01/2017,,"201700133",14.931,Travis,,,,55,0,57,DEV,N/A,N/A,Yes,REL,2017/06/06 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3I,{0CB8ADE0-A238-418D-9E4E-920C7662BC41},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
581,The Bluffs At Crystal Falls Sec 3 Ph 3J,BLUFFS AT CRYSTAL FALLS,3J,"3",,09/29/2016,,"201600251",11.211,Travis,,,,27,0,30,DEV,N/A,N/A,Yes,REL,2016/10/03 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3J,{497D2BBA-35F5-4BAE-B8D0-721BB3CDCBEE},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
582,The Bluffs At Crystal Falls Sec 3 Ph 3L,BLUFFS AT CRYSTAL FALLS,3L,"3",,10/26/2017,,"201700252",8.409,Travis,,,,22,0,25,DEV,N/A,N/A,Yes,REL,2017/10/31 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3L,{C7C063B1-7C87-4F5B-BAA1-046046B133AF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
583,"Lot 8A Blk Z Travisso Ph 2 Secs 2F,2G, & 2H Replat",TRAVISSO,,,,08/01/2017,,"201800168",,Travis,,,,,,1,,N/A,N/A,,,,City,T,TCAD,ROW/EASE,"LOT 8A BLK Z TRAVISSO PH 2 SECS 2F,2G, & 2H REPLAT",{0E8A9D86-C056-4166-9FB6-D213DF911563},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
584,"Travisso Ph 2 Secs 2C, 2D & 2E",TRAVISSO,"2","2C,2D,2E",,7/18/2017,,"201700083",24.809,Travis,,,,77,0,83,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,"TRAVISSO PH 2 SECS 2C, 2D & 2E",{30CADE78-A392-4FB8-A4E1-A36F503CC6AD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
585,The Bluffs At Crystal Falls Sec 3 Ph 3M,BLUFFS AT CRYSTAL FALLS,3M,"3",,5/16/2018,,"201800102",10.297,Travis,,,,22,0,26,DEV,N/A,N/A,Yes,REL,2018/05/14 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3M,{07B9D5FD-A484-4FE8-A126-FF1E7BD71BCC},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
586,The Bluffs At Crystal Falls Sec 3 Ph 3K,BLUFFS AT CRYSTAL FALLS,3K,"3",,5/17/2018,,"201800103",10.153,Travis,,,,39,0,39,DEV,N/A,N/A,Yes,REL,2018/05/14 00:00:00+00,City,W,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3K,{9B29914D-BCD6-4D6D-9A73-E4F8FF18024A},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
587,The Bluffs At Crystal Falls Sec 3 Ph 3N,BLUFFS AT CRYSTAL FALLS,3N,"3",,1/18/2019,,"201800262",16.338,Travis,,,,41,,44,DEV,N/A,N/A,Yes,REL,2018/10/10 00:00:00+00,City,T,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3N,{084AAF48-92B2-4464-8121-5B7A26767085},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
588,The Bluffs At Crystal Falls Sec 3 Ph 3O,BLUFFS AT CRYSTAL FALLS,3O,"3",,2/5/2019,,"201800336",17.258,Travis,,,,43,0,46,DEV,N/A,N/A,Yes,REL,2018/12/17 00:00:00+00,City,T,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3O,{E411D823-FFFC-4F73-AC12-5156CC65C6B1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
589,Travisso Ph 2 Sec 1H Lt 37A Blk Q Amd,TRAVISSO,"2",1H,,4/24/2019,,"201900068",10.208,Travis,,,,0,0,1,P,N/A,N/A,,,,City,T,TCAD,ROW/EASE,TRAVISSO PH 2 SEC 1H LT 37A BLK Q AMD,{79F7C5E5-EE7D-4B59-8672-3F8B94D56702},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
590,"Travisso Ph 4 Secs 1,2,3",TRAVISSO,"4",1-3,,12/13/2019,,"201900224",54.605,Travis,,,,123,0,129,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,"TRAVISSO PH 4 SECS 1,2,3",{1CA1ADE7-600C-42CE-AD84-C09A7A797360},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
591,Travisso Sec 1 Ph 2,TRAVISSO,"2","1",,6/19/2014,,201400105TR,,Travis,,,,186,,203,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO SEC 1 PH 2,{AA51B53A-7211-4D6C-8029-A24539DEB80C},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
592,Travisso Ph 3 Sec 6,TRAVISSO,"3","6",,11/23/2020,,"202000230",9.242,Travis,,,,30,0,35,UC,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 6,{7DD62CC5-F30D-426E-89E5-7C30499495C1},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
593,Travisso Ph 5 Sec 2 Subd,TRAVISSO,"5","2",,11/3/2021,,"202100238",,Travis,,,,47,,,UC,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 5 SEC 2 SUBD,{31121567-B453-4E87-8B40-948473013954},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
594,Travisso Ph 1 Sec 2 Lts 1 & 2 Blk C Amd,TRAVISSO,"1","2",,6/11/2015,,201500086TR,0.336,Travis,,,,1,0,2,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 1 SEC 2 LTS 1 & 2 BLK C AMD,{E2BED5BA-05CA-43D6-87E8-49CFB8017BAA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
595,Travisso Ph 2 Sec 1C,TRAVISSO,"2",1C,,8/20/2015,,"201500154",,Travis,,,,24,0,24,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1C,{4DC54FDE-E1EF-496A-A0C3-D7D463E29315},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
596,Travisso Ph 2 Sec 1B,TRAVISSO,"2",1B,,6/10/2015,,201500070TR,,Travis,,,,11,0,11,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1B,{58CD2E1B-CF28-4628-9313-06342B49C9AD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
597,Travisso Sec 1 Ph 1 Lt 1 Blk I,TRAVISSO,"1","1",,5/22/2014,201500051,201400009TR,1.377,Travis,,,,0,0,1,DEV,N/A,N/A,Yes,ROW,,City,T,TCAD,SF,TRAVISSO SEC 1 PH 1 LT 1 BLK I,{20090AA6-89E4-432A-91AE-B123789AF1D6},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,Calculate Approx Lot by parcel intersect
598,Travisso Ph 2 Sec 1G,TRAVISSO,"2",1G,,6/2/2016,,"201600078",6.503,Travis,,,,13,0,16,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1G,{E2E0C7EB-5855-483D-9329-C09CE3A652DD},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
599,Travisso Ph 2 Sec 1F,TRAVISSO,"2",1F,,6/2/2016,,"201600059",23.82,Travis,,,,49,0,56,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1F,{69D348D9-B167-4E01-9801-4D7F08315E04},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
600,Travisso Ph 2 Sec 1G Amd Lts 1 & 2 Blk R,TRAVISSO,"2",1G,,5/16/2017,,"201700063",,Travis,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1G AMD LTS 1 & 2 BLK R,{14509CB1-395E-470D-81CA-F487394F382F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
601,Travisso Ph 2 Sec 2I,TRAVISSO,"2",2I,,6/11/2015,,201500068TR,10.023,Travis,,,,0,0,1,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,,TRAVISSO PH 2 SEC 2I,{78F6068B-127C-4B57-B200-E85B48349931},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
602,Travisso Ph 2 Sec 1D,TRAVISSO,"2",1D,,9/15/2015,,201500179TR,,Travis,,,,34,0,35,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1D,{4FA7D771-812C-459D-AAAC-3CB2BAD141EF},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
603,Travisso Ph 2 Sec 2A,TRAVISSO,"2",2A,,5/2/2017,,"201700031",52.114,Travis,,,,23,0,27,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 2A,{FC5B20D7-63D7-4B73-B730-AF1A1B8A42E5},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
604,Travisso Ph 3 Sec 2,TRAVISSO,"3","2",,5/14/2018,,"201800069",31.274,Travis,,,,117,0,124,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 2,{2394B547-E584-497F-BB1A-E856065A3465},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
605,"Travisso Ph 2 Secs 2F,2G, & 2H",TRAVISSO,"2","2F,2G,2H",,12/19/2017,,"201700168",79.634,Travis,,,,172,0,,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,"TRAVISSO PH 2 SECS 2F,2G, & 2H",{6744CC4E-35D8-4ACE-B3BF-DCD1DEAA929F},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
606,Travisso Ph 3 Sec 4,TRAVISSO,"3","4",19-PICP-017,1/3/2019,,"201800343",30.364,Travis,,,,102,0,119,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 4,{FE0F35BC-DBEF-4EE6-ADAF-137F31EEB2A2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
607,Travisso Ph 3 Sec 1 & 3,TRAVISSO,"3",1&3,19-PICP-017,1/8/2019,,"201800337",62.047,Travis,,,,101,0,118,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 1 & 3,{550E19E1-1AC8-46B8-80BB-184038AAB2B0},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
608,Travisso Ph 2 Sec 1H,TRAVISSO,"2",1H,,6/16/2016,,"201600110",19.205,Travis,,,,20,0,23,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1H,{764B9762-F672-4F36-B802-5ACEA15CF2E8},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
609,Travisso Ph 3 Sec 5,TRAVISSO,"3","5",,12/14/2019,,"201900117",21.452,Travis,,,,85,0,89,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 5,{81FAFCE6-C80B-4F63-ADA3-FF0916E58B1D},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
610,Travisso Ph 3 Sec 7,TRAVISSO,"3","7",,6/4/2020,,"202000087",69.734,Travis,,,,60,0,69,DEV,N/A,N/A,,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 7,{3A7EE120-4D15-437C-B7AC-D9CBAD575A6E},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
611,Travisso Ph 3 Sec 8 Subd,TRAVISSO,"3","8",,1/26/2021,,"202000257",62.211,Travis,,,,168,0,174,UC,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 3 SEC 8 SUBD,{1C338675-113B-4529-AFC5-D8BA09495BBB},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
612,Travisso Sec 1 Ph 2 Replat Lot 170 Blk E,TRAVISSO,"2","1",,7/29/2021,,"202100131",1.308,Travis,,,,1,0,1,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO SEC 1 PH 2 REPLAT LOT 170 BLK E,{A0382C75-19CA-4FD4-919F-574BA0F50450},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
613,Travisso Ph 2 Sec 1L,TRAVISSO,"2",IL,,10/25/2016,201600276,,12.785,Travis,,,,23,0,27,DEV,N/A,N/A,Yes,REL,,City,T,TCAD,SF,TRAVISSO PH 2 SEC 1L,{EFA09B2B-AED5-4EDE-9537-D1586210F144},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
614,The Bluffs At Crystal Falls Sec 1 Ph 1A,BLUFFS AT CRYSTAL FALLS,1A,"1",,1/27/2011,201100029,,17.906,Williamson,,,,64,0,67,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 1 PH 1A,{181CD7F5-8A59-48C1-92B1-0DFB43A0671B},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
615,The Bluffs At Crystal Falls Sec 2 Ph 2A,BLUFFS AT CRYSTAL FALLS,2A,"2",,09/18/2012,201200174,"2012087059",15.26,Travis,,,,55,0,59,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 2 PH 2A,{1D2F81A9-1B07-4D43-AFF9-80B885B69FF2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
616,The Bluffs At Crystal Falls Sec 3 Ph 3A,BLUFFS AT CRYSTAL FALLS,3A,"3",,2/17/2015,201500044,"201500044",13.37,Williamson,Travis,,,52,0,55,DEV,N/A,N/A,Yes,REL,2015/02/23 00:00:00+00,City,B,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3A,{3C1D98BC-58A4-45E9-BDFD-3F68C4B977EA},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
617,The Bluffs At Crystal Falls Sec 3 Ph 3D,BLUFFS AT CRYSTAL FALLS,3D,"3",,4/26/2019,201800101,,10.744,Travis,Williamson,,,46,0,47,DEV,N/A,N/A,Yes,REL,2018/05/14 00:00:00+00,City,B,TCAD,SF,THE BLUFFS AT CRYSTAL FALLS SEC 3 PH 3D,{2EBE5FA1-9349-4C73-B761-5E5CEB92F397},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
618,The Fairways At Crystal Falls Sec 2 Ph 3,FAIRWAYS AT CRYSTAL FALLS,"3","2",,9/5/2013,,"201300101",12.027,Williamson,Travis,,,29,0,30,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 3,{66311E7D-AB14-497E-B80F-A0287317D483},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
619,The Highlands At Crystal Falls Sec 1 Ph 2A,HIGHLANDS AT CRYSTAL FALLS,2A,"1",,10/6/2009,2009073556,,14.862,Williamson,,GG,"54",47,0,47,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE HIGHLANDS AT CRYSTAL FALLS SEC 1 PH 2A,{4655386E-E6A6-49D6-B3A4-F12936BE14F2},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
620,The Highlands At Crystal Falls Sec 1 Ph 2B,HIGHLANDS AT CRYSTAL FALLS,2B,"1",,2/8/2011,2011023492,,11.44,Williamson,,,,42,0,42,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE HIGHLANDS AT CRYSTAL FALLS SEC 1 PH 2B,{0C06C5D7-7E56-4E82-BC0E-BB76085B2463},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
621,The Fairways At Crystal Falls Sec 2 Ph 1,FAIRWAYS AT CRYSTAL FALLS,"1","2",,1/27/2011,201100028,"2011006086",12.2078,Williamson,Travis,,,26,0,28,DEV,N/A,N/A,Yes,REL,,City,B,TCAD,SF,THE FAIRWAYS AT CRYSTAL FALLS SEC 2 PH 1,{241F0ADC-20D7-4833-999F-59458172AE61},LeanderTX_GIS,2023/12/21 21:47:11.865+00,LeanderTX_GIS,2023/12/21 21:47:11.865+00,
